A132,81661.388,2735481.903
A133,81665.888,2735481.903
A134,81670.388,2735481.903
A135,81674.888,2735481.903
A136,81679.388,2735481.903
A137,81683.888,2735481.903
A138,81688.388,2735481.903
A139,81692.888,2735481.903
A140,81697.388,2735481.903
A141,81701.888,2735481.903
A142,81706.388,2735481.903
A143,81710.888,2735481.903
A144,81715.388,2735481.903
A145,81719.888,2735481.903
A146,81724.388,2735481.903
A147,81728.888,2735481.903
A148,81733.388,2735481.903
A149,81737.888,2735481.903
A150,81742.388,2735481.903
A151,81746.888,2735481.903
A152,81751.388,2735481.903
A153,81755.888,2735481.903
A154,81760.388,2735481.903
A155,81764.888,2735481.903
A156,81769.388,2735481.903
A157,81773.888,2735481.903
A158,81755.888,2735441.903
A159,81751.388,2735441.903
A160,81746.888,2735441.903
A161,81742.388,2735441.903
A162,81737.888,2735441.903
A163,81733.388,2735441.903
A164,81728.888,2735441.903
A165,81724.388,2735441.903
A166,81719.888,2735441.903
A167,81715.388,2735441.903
A168,81710.888,2735441.903
A169,81706.388,2735441.903
A170,81701.888,2735441.903
A171,81697.388,2735441.903
A172,81692.888,2735441.903
A173,81688.388,2735441.903
A174,81683.888,2735441.903
A175,81679.388,2735441.903
A176,81674.888,2735441.903
A177,81670.388,2735441.903
A178,81665.888,2735441.903
A179,81661.388,2735441.903
A180,81656.888,2735441.903
A181,81652.388,2735441.903
A182,81647.888,2735441.903
A183,81643.388,2735441.903
A184,81638.888,2735441.903
A185,81634.388,2735441.903
A186,81629.888,2735441.903
A187,81625.388,2735441.903
A188,81620.888,2735441.903
A189,81616.388,2735441.903
A190,81611.888,2735441.903
A191,81607.388,2735441.903
A192,81602.888,2735441.903
A193,81598.388,2735441.903
A194,81593.888,2735441.903
A195,81589.388,2735441.903
A196,81584.888,2735441.903
A197,81580.388,2735441.903
A198,81575.888,2735441.903
A199,81571.388,2735441.903
A200,81566.888,2735441.903
A201,81562.388,2735441.903
A202,81557.888,2735441.903
A203,81553.388,2735441.903
A204,81548.888,2735441.903
A205,81544.388,2735441.903
A206,81539.888,2735441.903
A207,81535.388,2735441.903
A208,81530.888,2735441.903
A209,81373.388,2735401.903
A210,81377.888,2735401.903
A211,81382.388,2735401.903
A212,81386.888,2735401.903
A213,81391.388,2735401.903
A214,81395.888,2735401.903
A215,81400.388,2735401.903
A216,81404.888,2735401.903
A217,81409.388,2735401.903
A218,81413.888,2735401.903
A219,81418.388,2735401.903
A220,81499.388,2735401.903
A221,81503.888,2735401.903
A222,81508.388,2735401.903
A223,81512.888,2735401.903
A224,81517.388,2735401.903
A225,81521.888,2735401.903
A226,81526.388,2735401.903
A227,81530.888,2735401.903
A228,81535.388,2735401.903
A229,81539.888,2735401.903
A230,81544.388,2735401.903
A231,81548.888,2735401.903
A232,81553.388,2735401.903
A233,81557.888,2735401.903
A234,81562.388,2735401.903
A235,81566.888,2735401.903
A236,81571.388,2735401.903
A237,81575.888,2735401.903
A238,81580.388,2735401.903
A239,81584.888,2735401.903
A240,81589.388,2735401.903
A241,81593.888,2735401.903
A242,81598.388,2735401.903
A243,81602.888,2735401.903
A244,81607.388,2735401.903
A245,81611.888,2735401.903
A246,81616.388,2735401.903
A247,81620.888,2735401.903
A248,81625.388,2735401.903
A249,81629.888,2735401.903
A250,81634.388,2735401.903
A251,81638.888,2735401.903
A252,81643.388,2735401.903
A253,81647.888,2735401.903
A254,81652.388,2735401.903
A255,81656.888,2735401.903
A256,81661.388,2735401.903
A257,81665.888,2735401.903
A258,81670.388,2735401.903
A259,81674.888,2735401.903
A260,81679.388,2735401.903
A261,81683.888,2735401.903
A262,81688.388,2735401.903
A263,81692.888,2735401.903
A264,81697.388,2735401.903
A265,81701.888,2735401.903
A266,81706.388,2735401.903
A267,81710.888,2735401.903
A268,81715.388,2735401.903
A269,81719.888,2735401.903
A270,81724.388,2735401.903
A271,81728.888,2735401.903
A272,81733.388,2735401.903
A273,81737.888,2735401.903
A274,81715.388,2735361.903
A275,81710.888,2735361.903
A276,81706.388,2735361.903
A277,81701.888,2735361.903
A278,81697.388,2735361.903
A279,81692.888,2735361.903
A280,81688.388,2735361.903
A281,81683.888,2735361.903
A282,81679.388,2735361.903
A283,81674.888,2735361.903
A284,81670.388,2735361.903
A285,81665.888,2735361.903
A286,81661.388,2735361.903
A287,81656.888,2735361.903
A288,81652.388,2735361.903
A289,81647.888,2735361.903
A290,81643.388,2735361.903
A291,81638.888,2735361.903
A292,81634.388,2735361.903
A293,81629.888,2735361.903
A294,81625.388,2735361.903
A295,81620.888,2735361.903
A296,81616.388,2735361.903
A297,81611.888,2735361.903
A298,81607.388,2735361.903
A299,81602.888,2735361.903
A300,81598.388,2735361.903
A301,81593.888,2735361.903
A302,81589.388,2735361.903
A303,81584.888,2735361.903
A304,81580.388,2735361.903
A305,81575.888,2735361.903
A306,81571.388,2735361.903
A307,81566.888,2735361.903
A308,81562.388,2735361.903
A309,81557.888,2735361.903
A310,81553.388,2735361.903
A311,81548.888,2735361.903
A312,81544.388,2735361.903
A313,81539.888,2735361.903
A314,81535.388,2735361.903
A315,81530.888,2735361.903
A316,81526.388,2735361.903
A317,81521.888,2735361.903
A318,81517.388,2735361.903
A319,81512.888,2735361.903
A320,81508.388,2735361.903
A321,81503.888,2735361.903
A322,81499.388,2735361.903
A323,81494.888,2735361.903
A324,81490.388,2735361.903
A325,81485.888,2735361.903
A326,81481.388,2735361.903
A327,81476.888,2735361.903
A328,81472.388,2735361.903
A329,81467.888,2735361.903
A330,81463.388,2735361.903
A331,81458.888,2735361.903
A332,81454.388,2735361.903
A333,81449.888,2735361.903
A334,81445.388,2735361.903
A335,81440.888,2735361.903
A336,81436.388,2735361.903
A337,81431.888,2735361.903
A338,81427.388,2735361.903
A339,81422.888,2735361.903
A340,81418.388,2735361.903
A341,81413.888,2735361.903
A342,81409.388,2735361.903
A343,81404.888,2735361.903
A344,81400.388,2735361.903
A345,81395.888,2735361.903
A346,81391.388,2735361.903
A347,81386.888,2735361.903
A348,81382.388,2735361.903
A349,81377.888,2735361.903
A350,81373.388,2735361.903
A351,81368.888,2735361.903
A352,81364.388,2735361.903
A353,81359.888,2735361.903
A354,81359.888,2735321.903
A355,81364.388,2735321.903
A356,81368.888,2735321.903
A357,81373.388,2735321.903
A358,81377.888,2735321.903
A359,81382.388,2735321.903
A360,81386.888,2735321.903
A361,81391.388,2735321.903
A362,81395.888,2735321.903
A363,81400.388,2735321.903
A364,81404.888,2735321.903
A365,81409.388,2735321.903
A366,81413.888,2735321.903
A367,81418.388,2735321.903
A368,81422.888,2735321.903
A369,81427.388,2735321.903
A370,81431.888,2735321.903
A371,81436.388,2735321.903
A372,81440.888,2735321.903
A373,81445.388,2735321.903
A374,81449.888,2735321.903
A375,81454.388,2735321.903
A376,81458.888,2735321.903
A377,81463.388,2735321.903
A378,81467.888,2735321.903
A379,81472.388,2735321.903
A380,81476.888,2735321.903
A381,81481.388,2735321.903
A382,81485.888,2735321.903
A383,81490.388,2735321.903
A384,81494.888,2735321.903
A385,81499.388,2735321.903
A386,81503.888,2735321.903
A387,81508.388,2735321.903
A388,81512.888,2735321.903
A389,81517.388,2735321.903
A390,81521.888,2735321.903
A391,81526.388,2735321.903
A392,81530.888,2735321.903
A393,81535.388,2735321.903
A394,81539.888,2735321.903
A395,81544.388,2735321.903
A396,81548.888,2735321.903
A397,81553.388,2735321.903
A398,81557.888,2735321.903
A399,81562.388,2735321.903
A400,81566.888,2735321.903
A401,81571.388,2735321.903
A402,81575.888,2735321.903
A403,81580.388,2735321.903
A404,81584.888,2735321.903
A405,81589.388,2735321.903
A406,81593.888,2735321.903
A407,81598.388,2735321.903
A408,81602.888,2735321.903
A409,81607.388,2735321.903
A410,81611.888,2735321.903
A411,81616.388,2735321.903
A412,81620.888,2735321.903
A413,81625.388,2735321.903
A414,81629.888,2735321.903
A415,81634.388,2735321.903
A416,81638.888,2735321.903
A417,81643.388,2735321.903
A418,81647.888,2735321.903
A419,81652.388,2735321.903
A420,81656.888,2735321.903
A421,81661.388,2735321.903
A422,81665.888,2735321.903
A423,81670.388,2735321.903
A424,81674.888,2735321.903
A425,81679.388,2735321.903
A426,81683.888,2735321.903
A427,81688.388,2735321.903
A428,81692.888,2735321.903
A429,81697.388,2735321.903
A430,81697.388,2735317.903
A431,81692.888,2735307.903
A432,81688.388,2735299.903
A433,81683.888,2735293.903
A434,81679.388,2735289.903
A435,81674.888,2735287.903
A436,81670.388,2735283.903
A437,81665.888,2735281.903
A438,81661.388,2735281.903
A439,81656.888,2735281.903
A440,81652.388,2735281.903
A441,81647.888,2735281.903
A442,81643.388,2735281.903
A443,81638.888,2735281.903
A444,81634.388,2735281.903
A445,81629.888,2735281.903
A446,81625.388,2735281.903
A447,81620.888,2735283.903
A448,81616.388,2735283.903
A449,81611.888,2735283.903
A450,81607.388,2735283.903
A451,81602.888,2735283.903
A452,81598.388,2735283.903
A453,81593.888,2735283.903
A454,81589.388,2735283.903
A455,81584.888,2735283.903
A456,81580.388,2735283.903
A457,81575.888,2735283.903
A458,81571.388,2735283.903
A459,81566.888,2735283.903
A460,81562.388,2735283.903
A461,81557.888,2735283.903
A462,81553.388,2735283.903
A463,81548.888,2735283.903
A464,81544.388,2735283.903
A465,81539.888,2735283.903
A466,81535.388,2735283.903
A467,81530.888,2735283.903
A468,81526.388,2735285.903
A469,81521.888,2735285.903
A470,81517.388,2735285.903
A471,81512.888,2735285.903
A472,81508.388,2735285.903
A473,81503.888,2735285.903
A474,81499.388,2735285.903
A475,81494.888,2735285.903
A476,81490.388,2735285.903
A477,81485.888,2735285.903
A478,81481.388,2735287.903
A479,81476.888,2735287.903
A480,81472.388,2735287.903
A481,81467.888,2735289.903
A482,81463.388,2735289.903
A483,81458.888,2735289.903
A484,81454.388,2735291.903
A485,81449.888,2735291.903
A486,81445.388,2735291.903
A487,81440.888,2735293.903
A488,81436.388,2735293.903
A489,81431.888,2735293.903
A490,81427.388,2735295.903
A491,81422.888,2735295.903
A492,81418.388,2735297.903
A493,81413.888,2735297.903
A494,81409.388,2735299.903
A495,81404.888,2735301.903
A496,81400.388,2735301.903
A497,81395.888,2735303.903
A498,81391.388,2735305.903
A499,81386.888,2735305.903
A500,81382.388,2735307.903
A501,81377.888,2735309.903
A502,81373.388,2735311.903
A503,81368.888,2735311.903
A504,81364.388,2735315.903
A505,81355.388,2735325.903
A506,81350.888,2735331.903
A507,81346.388,2735337.903
A508,81346.388,2735341.903
A509,81350.888,2735349.903
A510,81355.388,2735359.903
A511,81359.888,2735371.903
A512,81364.388,2735381.903
A513,81368.888,2735391.903
A514,81377.888,2735411.903
A515,81382.388,2735421.903
A516,81386.888,2735421.903
A517,81391.388,2735417.936
A518,81395.888,2735415.903
A519,81400.388,2735413.903
A520,81404.888,2735409.903
A521,81409.388,2735407.903
A522,81413.888,2735405.903
A523,81418.388,2735403.903
A524,81422.888,2735399.903
A525,81427.388,2735397.868
A526,81431.888,2735393.903
A527,81436.388,2735391.903
A528,81440.888,2735389.903
A529,81445.388,2735387.903
A530,81449.888,2735383.903
A531,81454.388,2735381.903
A532,81458.888,2735379.903
A533,81463.388,2735379.903
A534,81467.888,2735383.903
A535,81472.388,2735385.903
A536,81476.888,2735389.903
A537,81481.388,2735391.903
A538,81485.888,2735395.903
A539,81490.388,2735397.903
A540,81494.888,2735399.903
A541,81503.888,2735405.903
A542,81508.388,2735411.903
A543,81512.888,2735419.903
A544,81517.388,2735425.903
A545,81521.888,2735431.903
A546,81526.388,2735439.903
A547,81530.888,2735447.903
A548,81535.388,2735453.903
A549,81539.888,2735461.903
A550,81544.388,2735467.903
A551,81548.888,2735475.903
A552,81557.888,2735485.903
A553,81562.388,2735489.903
A554,81566.888,2735493.903
A555,81571.388,2735497.903
A556,81575.888,2735499.903
A557,81580.388,2735503.903
A558,81589.388,2735547.903
A559,81593.888,2735571.903
A560,81598.388,2735595.903
A561,81607.388,2735605.903
A562,81611.888,2735607.903
A563,81616.388,2735611.903
A564,81620.888,2735613.903
A565,81625.388,2735617.903
A566,81629.888,2735619.903
A567,81634.388,2735621.903
A568,81638.888,2735625.903
A569,81643.388,2735627.903
A570,81647.888,2735631.903
A571,81652.388,2735633.903
A572,81656.888,2735637.903
A573,81661.388,2735639.903
A574,81665.888,2735641.903
A575,81670.388,2735639.903
A576,81674.888,2735633.903
A577,81679.388,2735629.903
A578,81683.888,2735625.903
A579,81688.388,2735621.903
A580,81692.888,2735617.903
A581,81697.388,2735611.903
A582,81701.888,2735609.903
A583,81706.388,2735603.903
A584,81710.888,2735599.903
A585,81715.388,2735595.903
A586,81719.888,2735591.903
A587,81724.388,2735585.903
A588,81728.888,2735581.903
A589,81733.388,2735577.903
A590,81737.888,2735573.903
A591,81742.388,2735569.903
A592,81746.888,2735565.903
A593,81755.888,2735555.903
A594,81760.388,2735551.903
A595,81764.888,2735547.903
A596,81769.388,2735543.903
A597,81773.888,2735539.903
A598,81778.388,2735535.903
A599,81782.888,2735531.903
A600,81787.388,2735525.903
A601,81791.888,2735511.903
A602,81787.388,2735501.903
A603,81782.888,2735493.903
A604,81778.388,2735483.903
A605,81773.888,2735475.903
A606,81769.388,2735465.903
A607,81764.888,2735455.903
A608,81760.388,2735447.903
A609,81755.888,2735437.903
A610,81751.388,2735427.903
A611,81746.888,2735419.903
A612,81742.388,2735409.903
A613,81733.388,2735391.903
A614,81728.888,2735381.903
A614A,81724.388,2735373.903
A615,81719.888,2735363.903
A616,81715.388,2735353.903
A617,81710.888,2735345.903
A618,81706.388,2735335.903
A619,81701.888,2735325.903
B1,80608.388,2735290.384
B2,80603.888,2735290.384
B3,80599.388,2735290.384
B4,80594.888,2735290.384
B5,80590.388,2735290.384
B6,80585.888,2735290.384
B7,80581.388,2735290.384
B8,80576.888,2735290.384
B9,80572.388,2735290.384
B10,80567.888,2735290.384
B11,80563.388,2735290.384
B12,80558.888,2735290.384
B13,80554.388,2735290.384
B14,80549.888,2735290.384
B15,80545.388,2735290.384
B16,80540.888,2735290.384
B17,80536.388,2735290.384
B18,80531.888,2735290.384
B19,80527.388,2735290.384
B20,80522.888,2735290.384
B21,80518.388,2735290.384
B22,80513.888,2735290.384
B23,80509.388,2735290.384
B24,80504.888,2735290.384
B25,80500.388,2735290.384
B26,80495.888,2735290.384
B27,80491.388,2735290.384
B28,80486.888,2735290.384
B29,80482.388,2735290.384
B30,80477.888,2735290.384
B31,80473.388,2735290.384
B32,80468.888,2735290.384
B33,80464.388,2735290.384
B34,80459.888,2735290.384
B35,80455.388,2735290.384
B36,80450.888,2735290.384
B37,80446.388,2735290.384
B38,80329.388,2735250.384
B39,80333.888,2735250.384
B40,80338.388,2735250.384
B41,80342.888,2735250.384
B42,80347.388,2735250.384
B43,80351.888,2735250.384
B44,80356.388,2735250.384
B45,80360.888,2735250.384
B46,80365.388,2735250.384
B47,80369.888,2735250.384
B48,80374.388,2735250.384
B49,80378.888,2735250.384
B50,80383.388,2735250.384
B51,80387.888,2735250.384
B52,80392.388,2735250.384
B53,80396.888,2735250.384
B54,80401.388,2735250.384
B55,80410.388,2735250.384
B56,80414.888,2735250.384
B57,80419.388,2735250.384
B58,80423.888,2735250.384
B59,80428.388,2735250.384
B60,80432.888,2735250.384
B61,80437.388,2735250.384
B62,80441.888,2735250.384
B63,80446.388,2735250.384
B64,80450.888,2735250.384
B65,80455.388,2735250.384
B66,80459.888,2735250.384
B67,80464.388,2735250.384
B68,80468.888,2735250.384
B69,80473.388,2735250.384
B70,80473.388,2735250.384
B71,80477.888,2735250.384
B72,80482.388,2735250.384
B73,80486.888,2735250.384
B74,80491.388,2735250.384
B75,80495.888,2735250.384
B76,80500.388,2735250.384
B77,80504.888,2735250.384
B78,80509.388,2735250.384
B79,80513.888,2735250.384
B80,80518.388,2735250.384
B81,80522.888,2735250.384
B82,80527.388,2735250.384
B83,80531.888,2735250.384
B84,80536.388,2735250.384
B85,80540.888,2735250.384
B86,80545.388,2735250.384
B87,80549.888,2735250.384
B88,80554.388,2735250.384
B89,80558.888,2735250.384
B90,80563.388,2735250.384
B91,80567.888,2735250.384
B92,80572.388,2735250.384
B93,80576.888,2735250.384
B94,80581.388,2735250.384
B95,80585.888,2735250.384
B96,80590.388,2735250.384
B97,80594.888,2735250.384
B98,80599.388,2735250.384
B99,80603.888,2735250.384
B100,80608.388,2735250.384
B101,80612.888,2735250.384
B102,80617.388,2735250.384
B103,80621.888,2735250.384
B104,80630.888,2735210.384
B105,80626.388,2735210.384
B106,80621.888,2735210.384
B107,80617.388,2735210.384
B108,80612.888,2735210.384
B109,80608.388,2735210.384
B110,80603.888,2735210.384
B111,80599.388,2735210.384
B112,80594.888,2735210.384
B113,80590.388,2735210.384
B114,80585.888,2735210.384
B115,80581.388,2735210.384
B116,80576.888,2735210.384
B117,80572.388,2735210.384
B118,80567.888,2735210.384
B119,80563.388,2735210.384
B120,80558.888,2735210.384
B121,80554.388,2735210.384
B122,80549.888,2735210.384
B123,80545.388,2735210.384
B124,80540.888,2735210.384
B125,80536.388,2735210.384
B126,80531.888,2735210.384
B127,80527.388,2735210.384
B128,80522.888,2735210.384
B129,80518.388,2735210.384
B130,80513.888,2735210.384
B131,80509.388,2735210.384
B132,80504.888,2735210.384
B133,80500.388,2735210.384
B134,80495.888,2735210.384
B135,80491.388,2735210.384
B136,80486.888,2735210.384
B137,80482.388,2735210.384
B138,80477.888,2735210.384
B139,80473.388,2735210.384
B140,80468.888,2735210.384
B141,80464.388,2735210.384
B142,80459.888,2735210.384
B143,80455.388,2735210.384
B144,80450.888,2735210.384
B145,80446.388,2735210.384
B146,80441.888,2735210.384
B147,80437.388,2735210.384
B148,80432.888,2735210.384
B149,80428.388,2735210.384
B150,80423.888,2735210.384
B151,80419.388,2735210.384
B152,80414.888,2735210.384
B153,80410.388,2735210.384
B154,80405.888,2735210.384
B155,80401.388,2735210.384
B156,80396.888,2735210.384
B157,80392.388,2735210.384
B158,80387.888,2735210.384
B159,80383.388,2735210.384
B160,80378.888,2735210.384
B161,80374.388,2735210.384
B162,80369.888,2735210.384
B163,80365.388,2735210.384
B164,80360.888,2735210.384
B165,80356.388,2735210.384
B166,80518.388,2735170.384
B167,80522.888,2735170.384
B168,80527.388,2735170.384
B169,80531.888,2735170.384
B170,80536.388,2735170.384
B171,80540.888,2735170.384
B172,80545.388,2735170.384
B173,80549.888,2735170.384
B174,80554.388,2735170.384
B175,80558.888,2735170.384
B176,80563.388,2735170.384
B177,80567.888,2735170.384
B178,80572.388,2735170.384
B179,80576.888,2735170.384
B180,80581.388,2735170.384
B181,80585.888,2735170.384
B182,80590.388,2735170.384
B183,80594.888,2735170.384
B184,80599.388,2735170.384
B185,80604.627,2735169.849
B186,80608.388,2735170.384
B187,80612.888,2735170.384
B188,80617.388,2735170.384
B189,80621.888,2735170.384
B190,80626.388,2735170.384
B191,80630.888,2735170.384
B192,80635.388,2735170.384
B193,80639.888,2735170.384
B194,80644.388,2735170.384
B195,80648.888,2735170.384
B196,80653.388,2735170.384
B197,80657.888,2735170.384
B198,80662.388,2735170.384
B199,80666.888,2735170.384
B200,80671.388,2735170.384
B201,80675.888,2735170.384
B202,80680.388,2735170.384
B203,80684.888,2735170.384
B204,80689.388,2735170.384
B205,80693.888,2735170.384
B206,80698.388,2735170.384
B207,80702.888,2735170.384
B208,80707.388,2735170.384
B209,80711.888,2735170.384
B210,80716.388,2735170.384
B211,80720.888,2735170.384
B212,80725.388,2735170.384
B213,80729.888,2735170.384
B214,80734.388,2735170.384
B215,80738.888,2735170.384
B216,80743.388,2735170.384
B217,80747.888,2735170.384
B218,80752.388,2735170.384
B219,80756.888,2735170.384
B220,80761.388,2735170.384
B221,80765.888,2735170.384
B222,80770.388,2735170.384
B223,80774.888,2735170.384
B224,80779.388,2735170.384
B225,80783.888,2735170.384
B226,80788.388,2735170.384
B227,80792.888,2735170.384
B228,80797.388,2735170.384
B229,80815.388,2735130.384
B230,80810.888,2735130.384
B231,80806.388,2735130.384
B232,80801.888,2735130.384
B233,80797.388,2735130.384
B234,80792.888,2735130.384
B235,80788.388,2735130.384
B236,80783.888,2735130.384
B237,80779.388,2735130.384
B238,80774.888,2735130.384
B239,80770.388,2735130.384
B240,80765.888,2735130.384
B241,80761.388,2735130.384
B242,80756.888,2735130.384
B243,80752.388,2735130.384
B244,80747.888,2735130.384
B245,80743.388,2735130.384
B246,80738.888,2735130.384
B247,80734.388,2735130.384
B248,80729.888,2735130.384
B249,80725.388,2735130.384
B250,80720.888,2735130.384
B251,80716.388,2735130.384
B252,80711.888,2735130.384
B253,80707.388,2735130.384
B254,80702.888,2735130.384
B255,80698.388,2735130.384
B256,80693.888,2735130.384
B257,80689.388,2735130.384
B258,80684.888,2735130.384
B259,80680.388,2735130.384
B260,80675.888,2735130.384
B261,80671.388,2735130.384
B262,80666.888,2735130.384
B263,80662.388,2735130.384
B264,80657.888,2735130.384
B265,80653.388,2735130.384
B266,80617.388,2735130.384
B267,80612.888,2735130.384
B268,80608.388,2735130.384
B269,80603.888,2735130.384
B270,80599.388,2735130.384
B271,80594.888,2735130.384
B272,80590.388,2735130.384
B273,80585.888,2735130.384
B274,80581.388,2735130.384
B275,80576.888,2735130.384
B276,80572.388,2735130.384
B277,80567.888,2735130.384
B278,80563.388,2735130.384
B279,80558.888,2735130.384
B280,80554.388,2735130.384
B281,80549.888,2735132.384
B282,80545.388,2735134.384
B283,80540.888,2735136.384
B284,80536.388,2735140.384
B285,80531.888,2735146.384
B286,80527.388,2735152.384
B287,80522.888,2735160.384
B288,80518.388,2735166.384
B289,80513.888,2735172.384
B290,80509.388,2735178.384
B291,80504.888,2735184.384
B292,80500.388,2735190.384
B293,80495.888,2735196.384
B294,80491.388,2735202.375
B295,80486.888,2735208.384
B296,80482.388,2735208.384
B297,80477.888,2735206.384
B298,80473.388,2735206.384
B299,80468.888,2735206.384
B300,80464.388,2735204.384
B301,80459.888,2735204.384
B302,80455.388,2735204.384
B303,80450.888,2735202.384
B304,80446.388,2735202.384
B305,80441.888,2735202.384
B306,80437.388,2735200.384
B307,80432.888,2735200.384
B308,80428.388,2735200.384
B309,80423.888,2735200.384
B310,80419.388,2735198.384
B311,80414.888,2735198.384
B312,80410.388,2735198.384
B313,80405.888,2735196.384
B314,80401.388,2735196.384
B315,80396.888,2735196.375
B316,80392.388,2735196.384
B317,80387.888,2735194.384
B318,80383.388,2735194.384
B319,80378.888,2735192.384
B320,80374.388,2735192.384
B321,80369.888,2735192.384
B322,80365.388,2735198.384
B323,80360.888,2735204.384
B324,80351.888,2735216.384
B325,80347.388,2735222.384
B326,80342.888,2735228.384
B327,80338.388,2735234.384
B328,80333.888,2735240.384
B329,80329.388,2735248.384
B330,80329.388,2735256.384
B331,80333.888,2735258.384
B332,80338.388,2735260.384
B333,80342.888,2735264.384
B334,80347.388,2735266.384
B335,80351.888,2735266.384
B336,80356.388,2735260.384
B337,80360.888,2735262.384
B338,80365.388,2735264.384
B339,80369.888,2735268.384
B340,80374.388,2735270.384
B341,80378.888,2735274.384
B342,80383.388,2735278.363
B343,80387.888,2735278.384
B344,80392.388,2735272.384
B345,80396.888,2735272.384
B346,80401.388,2735274.384
B347,80405.888,2735278.384
B348,80410.388,2735280.374
B349,80414.888,2735284.384
B350,80419.388,2735288.384
B351,80423.888,2735288.384
B352,80428.388,2735280.384
B353,80432.888,2735282.384
B354,80437.388,2735284.384
B355,80441.888,2735288.384
B356,80450.888,2735294.384
B357,80455.388,2735296.384
B358,80459.888,2735298.384
B359,80464.388,2735292.384
B360,80468.888,2735292.384
B361,80473.388,2735296.368
B362,80477.888,2735298.384
B363,80482.388,2735302.384
B364,80486.888,2735306.384
B365,80491.388,2735308.384
B366,80495.888,2735312.384
B367,80500.388,2735314.384
B368,80504.888,2735314.384
B369,80509.388,2735312.384
B370,80513.888,2735312.384
B371,80518.388,2735312.384
B372,80522.888,2735312.384
B373,80527.388,2735312.384
B374,80531.888,2735310.384
B375,80536.388,2735310.384
B376,80540.888,2735310.384
B377,80545.388,2735308.384
B378,80549.888,2735308.384
B379,80554.388,2735308.384
